FACILITY_ID,REPORTING_YEAR,FACILITY_NAME,COMMON_STACK_COMBINED_HEAT_UOM,TIER_123_SORBENT_CO2_EMISSIONS,TIER123_BIOGENIC_CO2_EMISSIONS,TIER_1_2_3_FOSSIL_CO2_EMISSION,TIER_4_OPERATING_HOURS,TIER_4_OP_HRS_CO2_CONC_SUB,TIER_4_OP_HRS_STACK_FLOWRT_SUB,TIER_4_OP_HRS_STACK_MOIST_SUB,UNIT_NAME,UNIT_TYPE,UNIT_TYPE_OTHER,IND_UNIT_HEAT_INPUT_CAPACITY,IND_UNIT_HEATINPUTCAPACITY_UOM,IND_UNIT_HEATCAPACITY_UOM_OTHR,AGGR_HIGH_HEAT_CAPACITY,AGGR_HIGH_HEAT_CAPACITY_UOM,COMMON_PIPE_HEAT_CAPACITY,COMMON_PIPE_HEAT_CAPACITY_UOM,COMMON_STACK_NUMBER_OF_UNITS,TIER4_V_TOTAL,TIER4_V_BIO,TIER4_ANNUAL_BIO_CO2_EMISSION,PART_75_CO2_EMISSIONS_METHOD,PART_75_METHOD_STARTDATE,PART_75_METHODOLOGY_ENDDATE,PART_75_HEAT_INPUT_METHOD,PART_75_CO2_METHOD,PART_75_OP_HRS_FUEL_FLOWRATE,PART_75_OP_HRS_HHV_SUB,PART_75_OP_HRS_CO2_CONC_SUB,PART_75_OP_HRS_FLOWRATE_SUB,TIER4_NONBIOGENIC_CO2EMISSION,TIER_4_BIOGENIC_CO2_EMISSIONS,TIER_4_TOTAL_CO2_EMISSIONS,TIER_4_METHODOLOGY_START_DATE,TIER_4_METHODOLOGY_END_DATE,TIER4_VFF,PART_75_OP_HRS_MOISTURE_SUB,BIOGENIC_CO2_MASS_EMISS_MSW,TOTAL_AMT_SORBENT_USED,PLANT_CODE,CP_USEIVTIND,CS_USEIVTIND,IND_USE_IVT_IND,AGG_USEIVTIND,CP_CUMULATIVE_MAXHEAT_INPUTCAP,COMMON_STACK_COMBINED_HEAT,AGG_CUMULATIVE_HEAT_INPUTCAP,SORBENT_MOLECULAR_WEIGHT,SORBENT_RATIO
1004291,2011,HOLLYFRONTIER EL DORADO REFINING LLC,,,0.0,0.0,,,,,CP-RFG,OCS (Other combustion source),,,,,,,361.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004291,2011,HOLLYFRONTIER EL DORADO REFINING LLC,,,0.0,0.0,,,,,CP-SRU,OCS (Other combustion source),,,,,,,12.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004292,2011,Weyerhaeuser NR- Columbia Falls,,0.0,174798.0,28010.0,,,,,GP-01,OCS (Other combustion source),,,,,250.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004294,2011,GREY RANCH TREATING PLANT,,0.0,0.0,5581.0,,,,,GP-2,OCS (Other combustion source),,,,,119.1,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004294,2011,GREY RANCH TREATING PLANT,,0.0,0.0,7504.0,,,,,GP-1,OCS (Other combustion source),,,,,204.5,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004294,2011,GREY RANCH TREATING PLANT,,0.0,0.0,,,,,,TOA,RTO (Regenerative thermal oxidizer),,167.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004294,2011,GREY RANCH TREATING PLANT,,0.0,0.0,,,,,,TOB,"TODF (Thermal oxidizer, direct fired, no heat reco",,218.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004295,2011,PRATT & WHITNEY MIDDLETOWN,,0.0,0.0,,,,,,Boiler #4,"OB (Boiler, other)",,56.01,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004295,2011,PRATT & WHITNEY MIDDLETOWN,,0.0,0.0,,,,,,Boiler #5,"OB (Boiler, other)",,48.58,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004295,2011,PRATT & WHITNEY MIDDLETOWN,,0.0,0.0,,,,,,Boiler #6,"OB (Boiler, other)",,48.58,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004295,2011,PRATT & WHITNEY MIDDLETOWN,,0.0,0.0,,,,,,Combined Heat & Power (CHP) Facility,"CCCT (CC (Turbine, combined cycle))",,82.88,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004297,2011,MITCHELL COMPRESSOR STATION,,0.0,0.0,16868.0,,,,,GP-1,OCS (Other combustion source),,,,,83.5,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004299,2011,PIKES PEAK GAS PLANT,,0.0,0.0,0.0,,,,,GP-1,OCS (Other combustion source),,,,,36.1,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004300,2011,GLOBALFOUNDRIES US2 LLC East Fishkill Facility,,0.0,0.0,0.0,,,,,GP-IBM Microelectronics East Fishkill NY,OCS (Other combustion source),,,,,73.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004302,2011,Beaver Gas Plant,,0.0,0.0,90109.7,,,,,GP-METERS,OCS (Other combustion source),,,,,4.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004304,2011,GEORGIA-PACIFIC PLYWOOD/STUD MILL,,0.0,0.0,1871.0,,,,,GP-RTO,OCS (Other combustion source),,,,,30.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004304,2011,GEORGIA-PACIFIC PLYWOOD/STUD MILL,,0.0,257223.0,44.0,,,,,GP-Boilers,OCS (Other combustion source),,,,,245.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004305,2011,Phillips 66 BAYWAY REFINERY,,0.0,0.0,,,,,,CNH F601,F (Furnace),,60.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004305,2011,Phillips 66 BAYWAY REFINERY,,0.0,0.0,,,,,,ISOM F-501,F (Furnace),,14.9,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004305,2011,Phillips 66 BAYWAY REFINERY,,0.0,0.0,,,,,,ISOM F-502,F (Furnace),,8.8,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004305,2011,Phillips 66 BAYWAY REFINERY,,0.0,0.0,,,,,,Lab,O (Oven),,0.01,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004305,2011,Phillips 66 BAYWAY REFINERY,,0.0,0.0,,,,,,Linden Terminal VCU,"TODF (Thermal oxidizer, direct fired, no heat reco",,22.5,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004305,2011,Phillips 66 BAYWAY REFINERY,,0.0,0.0,,,,,,MVR,"TODF (Thermal oxidizer, direct fired, no heat reco",,282.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004305,2011,Phillips 66 BAYWAY REFINERY,,,0.0,0.0,,,,,CP-PF Hydrogen,OCS (Other combustion source),,,,,,,167.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004305,2011,Phillips 66 BAYWAY REFINERY,,,0.0,226163.0,,,,,CP-Sweet Gas,OCS (Other combustion source),,,,,,,275.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004305,2011,Phillips 66 BAYWAY REFINERY,,,0.0,534991.0,,,,,CP-Burning Line Gas,OCS (Other combustion source),,,,,,,500.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004306,2011,"Copano Pipelines/Rocky Mountains, Rucki 15, WY",,0.0,0.0,29480.9,,,,,GP-RUCKI COMBUSTION UNITS,OCS (Other combustion source),,,,,10.11,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004307,2011,ALBEMARLE CORPORATION-SOUTH PLANT,,,0.0,11696.2,,,,,CP-01,OCS (Other combustion source),,,,,,,10.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004307,2011,ALBEMARLE CORPORATION-SOUTH PLANT,,,0.0,78323.6,,,,,CP-02,OCS (Other combustion source),,,,,,,340.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004308,2011,FLYING CLOUD SANITARY LANDFILL,,0.0,0.0,223.1,,,,,GP-Natural Gas Units,CH (Comfort heater),,,,,1.4,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004314,2011,The Dow Chemical Company -- Louisiana Operations,,0.0,0.0,154.4,,,,,GP-PWR1_INSTRUMENT AIR COMPRESSOR,OCS (Other combustion source),,,,,1.11,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004314,2011,The Dow Chemical Company -- Louisiana Operations,,0.0,0.0,63651.3,,,,,GP-VCM2 FURNACES,OCS (Other combustion source),,,,,124.8,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004314,2011,The Dow Chemical Company -- Louisiana Operations,,0.0,0.0,854.3,,,,,GP-UTIL_ICE_DIESEL WATER WELL ENGINES,OCS (Other combustion source),,,,,4.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004314,2011,The Dow Chemical Company -- Louisiana Operations,,0.0,0.0,,,,,,BNZ3_FUR_F-520 FURNACE,F (Furnace),,150.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004314,2011,The Dow Chemical Company -- Louisiana Operations,,0.0,0.0,,,,,,BNZ3_FUR_F-523 FURNACE,F (Furnace),,150.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004314,2011,The Dow Chemical Company -- Louisiana Operations,,0.0,0.0,,,,,,ENGA_FUR_F-520 DOWTHERM FURNACE,F (Furnace),,85.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004314,2011,The Dow Chemical Company -- Louisiana Operations,,0.0,0.0,,,,,,EPDM_FUR_F-500 EPDM DOWTHER FURNACE,F (Furnace),,75.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004314,2011,The Dow Chemical Company -- Louisiana Operations,,0.0,0.0,,,,,,ETL2_BLR_2B-1 WASTE HEAT BOILER,"OB (Boiler, other)",,675.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004314,2011,The Dow Chemical Company -- Louisiana Operations,,0.0,0.0,,,,,,ETL2_BLR_2B-2 WASTE HEAT BOILER,"OB (Boiler, other)",,675.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004314,2011,The Dow Chemical Company -- Louisiana Operations,,0.0,0.0,,,,,,ETL2_FUR_2F-25 FURNACE,F (Furnace),,248.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004314,2011,The Dow Chemical Company -- Louisiana Operations,,0.0,0.0,,,,,,ETL2_PRH_2SH-1 SUPERHEATER,PRH (Process Heater),,56.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004314,2011,The Dow Chemical Company -- Louisiana Operations,,0.0,0.0,,,,,,ETL2_PRH_2SH-2 SUPERHEATER,PRH (Process Heater),,56.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004314,2011,The Dow Chemical Company -- Louisiana Operations,,0.0,0.0,,,,,,F410_THO_OPN1002949 F-410 BOILER,RTO (Regenerative thermal oxidizer),,40.2,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004314,2011,The Dow Chemical Company -- Louisiana Operations,,0.0,0.0,,,,,,F420_THO_OPN1002950 F-420 BOILER,RTO (Regenerative thermal oxidizer),,40.2,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004314,2011,The Dow Chemical Company -- Louisiana Operations,,0.0,0.0,,,,,,GLY2_FUR_HEATER 5-DOWTHERM FURNACE,F (Furnace),,72.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004314,2011,The Dow Chemical Company -- Louisiana Operations,,0.0,0.0,,,,,,GLY2_PRH_HEATER 4-STEAM SUPERHEATER,PRH (Process Heater),,60.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004314,2011,The Dow Chemical Company -- Louisiana Operations,,0.0,0.0,,,,,,PEC_PRH_F-501 HOT OIL HEATER,PRH (Process Heater),,60.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004314,2011,The Dow Chemical Company -- Louisiana Operations,,0.0,0.0,,,,,,PEC_PRH_F-505 HOT OIL HEATER,PRH (Process Heater),,60.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004314,2011,The Dow Chemical Company -- Louisiana Operations,,0.0,0.0,,,,,,PWR2_GAT_GT-100 GAS TURBINE,"CCCT (CC (Turbine, combined cycle))",,1536.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004314,2011,The Dow Chemical Company -- Louisiana Operations,,0.0,0.0,,,,,,PWR2_GAT_GT-200 GAS TURBINE,"CCCT (CC (Turbine, combined cycle))",,1536.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004314,2011,The Dow Chemical Company -- Louisiana Operations,,0.0,0.0,,,,,,PWR2_GAT_GT-300 GAS TURBINE,"CCCT (CC (Turbine, combined cycle))",,1536.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004314,2011,The Dow Chemical Company -- Louisiana Operations,,0.0,0.0,,,,,,PWR2_GAT_GT-400 GAS TURBINE,"CCCT (CC (Turbine, combined cycle))",,1536.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004314,2011,The Dow Chemical Company -- Louisiana Operations,,0.0,0.0,,,,,,R4_THO_R-4 TTU,RTO (Regenerative thermal oxidizer),,40.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004314,2011,The Dow Chemical Company -- Louisiana Operations,,0.0,0.0,,,,,,R700_THO_F-700 THERMAL TREATMENT UNIT,"TODF (Thermal oxidizer, direct fired, no heat reco",,25.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004314,2011,The Dow Chemical Company -- Louisiana Operations,,0.0,0.0,,,,,,R750_THO_R-750 TTU,RTO (Regenerative thermal oxidizer),,30.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004314,2011,The Dow Chemical Company -- Louisiana Operations,,0.0,0.0,,,,,,SOLV_FUR_F-800 FURNACE,F (Furnace),,25.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004314,2011,The Dow Chemical Company -- Louisiana Operations,,0.0,9346.2,,,,,,ENVO_THO_PACTHERM BURNER,F (Furnace),,35.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004314,2011,The Dow Chemical Company -- Louisiana Operations,,,0.0,0.0,,,,,CP-ETL3_GRP_LHC3 FURNACES_SPX,OCS (Other combustion source),,,,,,,1326.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004315,2011,"MITSUBISHI POLYESTER FILM, INC",,0.0,0.0,37835.2,,,,,GP-MPF-Greer-Site,OCS (Other combustion source),,,,,90.5,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004316,2011,Bristol-Myers Squibb,,0.0,0.0,,,,,,Catipillar 3306DI Fire Pump,RICE (Reciprocating internal combustion engine),,1.7,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004316,2011,Bristol-Myers Squibb,,0.0,0.0,,,,,,Cleaver Brooks D-60,"OB (Boiler, other)",,47.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004316,2011,Bristol-Myers Squibb,,0.0,0.0,,,,,,Cleaver Brooks DL-68,"OB (Boiler, other)",,68.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004316,2011,Bristol-Myers Squibb,,0.0,0.0,,,,,,Cummins QSK60-G6 diesel generator,RICE (Reciprocating internal combustion engine),,20.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004316,2011,Bristol-Myers Squibb,,0.0,0.0,,,,,,Ecolaire 1000TES,"ICI (Incinerator, commercial and industrial)",,5.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004316,2011,Bristol-Myers Squibb,,0.0,0.0,,,,,,Forney Duct Burner,"OB (Boiler, other)",,49.8,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004316,2011,Bristol-Myers Squibb,,0.0,0.0,,,,,,Solar Taurus 60-T73002 gas turbine,"SCCT (CT (Turbine, simple cycle combustion))",,67.1,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004316,2011,Bristol-Myers Squibb,,0.0,0.0,,,,,,Waukesha Diesel Generator VHP 5900 DS #1,RICE (Reciprocating internal combustion engine),,9.9,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004316,2011,Bristol-Myers Squibb,,0.0,0.0,,,,,,Waukesha Diesel Generator VHP 5900 DS #2,RICE (Reciprocating internal combustion engine),,9.9,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004317,2011,General Motors LLC Wentzville,,0.0,0.0,102112.0,,,,,GP- Coal Fired Boilers,OCS (Other combustion source),,,,,248.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004317,2011,General Motors LLC Wentzville,,,0.0,9925.0,,,,,CP- Main Natural Gas Line,OCS (Other combustion source),,,,,,,82.5,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004320,2011,"Moretown Landfill, Inc.",,0.0,0.0,43.5,,,,,GP-Furnaces/Space Heaters,OCS (Other combustion source),,,,,0.75,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004322,2011,Nicor Gas Ancona,,0.0,0.0,26187.3,,,,,GP-1,OCS (Other combustion source),,,,,31.7,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004323,2011,"IROQUOIS GAS TRANSMISSION SYSTEM, L.P. - WRIGHT COMPRESSOR STATION",,0.0,0.0,14789.0,,,,,GP-Two Combustion Turbines,OCS (Other combustion source),,,,,60.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004324,2011,Vallourec Star Sheldon Rd,,0.0,0.0,29327.7,,,,,GP-Furnaces,OCS (Other combustion source),,,,,87.7,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004325,2011,"MICRON TECHNOLOGY, INC.",,0.0,0.0,35911.0,,,,,GP-MTI,OCS (Other combustion source),,,,,29.3,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004327,2011,ALMATIS INC - BAUXITE ARKANSAS,,0.0,0.0,289.3,,,,,GP-Almatis,OCS (Other combustion source),,,,,33.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004329,2011,CONTINENTAL CARBON,,0.0,0.0,,,,,,Phenix City Units,F (Furnace),,200.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004330,2011,Eastern Sanitary Landfill Solid Waste Management Facility,,0.0,0.0,,,,,,ESL,"OB (Boiler, other)",,180000.0,Other,Btu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004331,2011,GREEN PLAINS SUPERIOR LLC,,,0.0,86912.1,,,,,CP-1,OCS (Other combustion source),,,,,,,95.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004332,2011,GREEN PLAINS SHENANDOAH LLC,,0.0,462.4,91735.0,,,,,GP-Dryers/TO,OCS (Other combustion source),,,,,125.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004333,2011,MOBILE ENERGY SERVICES LLC,,0.0,0.0,,,,,,Power Boiler 8,"OB (Boiler, other)",,880.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004333,2011,MOBILE ENERGY SERVICES LLC,,0.0,559930.0,,,,,,Power Boiler 7,"PCT (Pulverized coal, tangentially-fired)",,980.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004334,2011,CARBO Ceramics Inc. - Eufaula Plant,,0.0,0.0,56124.3,,,,,GP-Eufaula,OCS (Other combustion source),,,,,17.5,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004338,2011,Diamond Y Compressor Station,,0.0,0.0,,,,,,COMP-1,RICE (Reciprocating internal combustion engine),,16.705,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004338,2011,Diamond Y Compressor Station,,0.0,0.0,,,,,,COMP-2,RICE (Reciprocating internal combustion engine),,16.705,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004338,2011,Diamond Y Compressor Station,,0.0,0.0,,,,,,COMP-3,RICE (Reciprocating internal combustion engine),,16.705,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004338,2011,Diamond Y Compressor Station,,0.0,0.0,,,,,,COMP-4,RICE (Reciprocating internal combustion engine),,16.705,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004338,2011,Diamond Y Compressor Station,,0.0,0.0,,,,,,COMP-5,RICE (Reciprocating internal combustion engine),,16.705,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004339,2011,"Nippon Shokubai America Industries, Inc.",,,0.0,43420.7,,,,,CP- 1,OCS (Other combustion source),,,,,,,40.7,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004340,2011,"PCS NITROGEN FERTILIZER, L.P.",,,0.0,310063.0,,,,,CP-001,OCS (Other combustion source),,,,,,,397.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004341,2011,CERRO COLORADO LANDFILL,,,0.0,1.1,,,,,CP-Dump/Mtn #2,OCS (Other combustion source),,,,,,,0.075,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004341,2011,CERRO COLORADO LANDFILL,,,0.0,24.8,,,,,CP-Dump/Mtn #1,OCS (Other combustion source),,,,,,,0.075,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004341,2011,CERRO COLORADO LANDFILL,,,0.0,26.7,,,,,CP-Recycl,OCS (Other combustion source),,,,,,,0.1,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004343,2011,Pfizer,,0.0,0.0,1325.1,,,,,GP- Building A - Kitchen & Heaters,OCS (Other combustion source),,,,,1.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004343,2011,Pfizer,,0.0,0.0,167.0,,,,,GP- Building L - Space and Water Heater,OCS (Other combustion source),,,,,1.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004343,2011,Pfizer,,0.0,0.0,437.5,,,,,GP- Building K Boilers and Water Heaters,OCS (Other combustion source),,,,,4.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004343,2011,Pfizer,,0.0,0.0,85.4,,,,,GP- Building J - Space and Water Heaters,OCS (Other combustion source),,,,,1.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004343,2011,Pfizer,,0.0,0.0,,,,,,Boiler #3 Cleaver Brooks WT200 CN3,"CFB (Boiler, circulating fluidized bed)",,46.3,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004343,2011,Pfizer,,0.0,0.0,,,,,,Boiler #4 Cleaver Brooks WT200 CN3,"CFB (Boiler, circulating fluidized bed)",,46.3,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004343,2011,Pfizer,,0.0,0.0,,,,,,Cogen #1 Solar Taurus Model 60,"SCCT (CT (Turbine, simple cycle combustion))",,65.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004343,2011,Pfizer,,0.0,0.0,,,,,,Cogen #2 Solar Taurus Model 60,"SCCT (CT (Turbine, simple cycle combustion))",,68.1,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004345,2011,EXIDE CORP,,0.0,0.0,0.0,,,,,GP-2,OCS (Other combustion source),,,,,2.2,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004345,2011,EXIDE CORP,,1213.6,0.0,10425.9,,,,,GP-1,OCS (Other combustion source),,,,,12.5,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004345,2011,EXIDE CORP,,1280.4,0.0,,,,,,Reverberatory Furnace,F (Furnace),,24.3,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,3389.0,,,,,,,,,105.98,1.0
1004346,2011,COUNCIL ENERGY INC,,0.0,0.0,0.0,,,,,GP-Boiler1&2,OCS (Other combustion source),,,,,39.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004348,2011,JASPER MUNICIPAL ELECTRIC UTILITY,,0.0,0.0,,,,,,Jasper Municipal Electric Utilities,S (Stoker Boiler),,192.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004352,2011,APEX REGIONAL LANDFILL,,0.0,0.0,,,,,,Genset Well #5 W214,RICE (Reciprocating internal combustion engine),,250.0,Other,HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004352,2011,APEX REGIONAL LANDFILL,,0.0,0.0,,,,,,Genset Well # 6 W207,RICE (Reciprocating internal combustion engine),,188.0,Other,HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004352,2011,APEX REGIONAL LANDFILL,,0.0,0.0,,,,,,Genset Well #7 W208,RICE (Reciprocating internal combustion engine),,77.0,Other,HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
