FACILITY_ID,REPORTING_YEAR,FACILITY_NAME,COMMON_STACK_COMBINED_HEAT_UOM,TIER_123_SORBENT_CO2_EMISSIONS,TIER123_BIOGENIC_CO2_EMISSIONS,TIER_1_2_3_FOSSIL_CO2_EMISSION,TIER_4_OPERATING_HOURS,TIER_4_OP_HRS_CO2_CONC_SUB,TIER_4_OP_HRS_STACK_FLOWRT_SUB,TIER_4_OP_HRS_STACK_MOIST_SUB,UNIT_NAME,UNIT_TYPE,UNIT_TYPE_OTHER,IND_UNIT_HEAT_INPUT_CAPACITY,IND_UNIT_HEATINPUTCAPACITY_UOM,IND_UNIT_HEATCAPACITY_UOM_OTHR,AGGR_HIGH_HEAT_CAPACITY,AGGR_HIGH_HEAT_CAPACITY_UOM,COMMON_PIPE_HEAT_CAPACITY,COMMON_PIPE_HEAT_CAPACITY_UOM,COMMON_STACK_NUMBER_OF_UNITS,TIER4_V_TOTAL,TIER4_V_BIO,TIER4_ANNUAL_BIO_CO2_EMISSION,PART_75_CO2_EMISSIONS_METHOD,PART_75_METHOD_STARTDATE,PART_75_METHODOLOGY_ENDDATE,PART_75_HEAT_INPUT_METHOD,PART_75_CO2_METHOD,PART_75_OP_HRS_FUEL_FLOWRATE,PART_75_OP_HRS_HHV_SUB,PART_75_OP_HRS_CO2_CONC_SUB,PART_75_OP_HRS_FLOWRATE_SUB,TIER4_NONBIOGENIC_CO2EMISSION,TIER_4_BIOGENIC_CO2_EMISSIONS,TIER_4_TOTAL_CO2_EMISSIONS,TIER_4_METHODOLOGY_START_DATE,TIER_4_METHODOLOGY_END_DATE,TIER4_VFF,PART_75_OP_HRS_MOISTURE_SUB,BIOGENIC_CO2_MASS_EMISS_MSW,TOTAL_AMT_SORBENT_USED,PLANT_CODE,CP_USEIVTIND,CS_USEIVTIND,IND_USE_IVT_IND,AGG_USEIVTIND,CP_CUMULATIVE_MAXHEAT_INPUTCAP,COMMON_STACK_COMBINED_HEAT,AGG_CUMULATIVE_HEAT_INPUTCAP,SORBENT_MOLECULAR_WEIGHT,SORBENT_RATIO
1004352,2011,APEX REGIONAL LANDFILL,,0.0,0.0,,,,,,Shop Heater 1,CH (Comfort heater),,0.5,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004352,2011,APEX REGIONAL LANDFILL,,0.0,0.0,,,,,,Shop Heater 2,CH (Comfort heater),,0.5,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004352,2011,APEX REGIONAL LANDFILL,,0.0,0.0,,,,,,Shop Heater 3,CH (Comfort heater),,0.5,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004352,2011,APEX REGIONAL LANDFILL,,0.0,0.0,,,,,,Shop Heater 4,CH (Comfort heater),,0.5,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004354,2011,BIGFOOT RUN LANDFILL,,0.0,0.0,,,,,,Building Heater,CH (Comfort heater),,0.07,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004356,2011,Columbia Gas Transmission LLC Kenova CS,,0.0,0.0,30302.3,,,,,GP-Kenova,OCS (Other combustion source),,,,,16.8,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004357,2011,Columbia Gas Transmission LLC Lost River CS,,0.0,0.0,24882.9,,,,,GP-Lost River,OCS (Other combustion source),,,,,39.4,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004358,2011,COLUMBIA GULF TRANSMISSION CO. Clementsville CS,,0.0,0.0,72813.7,,,,,GP-Clementsville,OCS (Other combustion source),,,,,132.3,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004359,2011,"COLUMBIA GULF TRANSMISSION, CORINTH COMPRESSOR STATION",,0.0,0.0,72544.7,,,,,GP-Corinth,OCS (Other combustion source),,,,,169.6,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004360,2011,COLUMBIA GULF TRANSMISSION COMPANY HAMPSHIRE CS,,0.0,0.0,81080.3,,,,,GP-Hampshire,OCS (Other combustion source),,,,,145.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004361,2011,COLUMBIA GULF TRANSMISSION LLC STANTON CS,,0.0,0.0,59859.6,,,,,GP-Stanton,OCS (Other combustion source),,,,,132.3,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004362,2011,PARAMOUNT PETROLEUM CORPORATION,,0.0,0.0,33149.7,,,,,GP-712,OCS (Other combustion source),,,,,48.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004362,2011,PARAMOUNT PETROLEUM CORPORATION,,0.0,0.0,48353.5,,,,,GP-NG,OCS (Other combustion source),,,,,90.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004362,2011,PARAMOUNT PETROLEUM CORPORATION,,0.0,0.0,52118.7,,,,,GP-807,OCS (Other combustion source),,,,,85.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004363,2011,HENRY HUB AREA FACILITIES,,0.0,0.0,0.0,,,,,GP-1,OCS (Other combustion source),,,,,6.6,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004363,2011,HENRY HUB AREA FACILITIES,,0.0,0.0,0.0,,,,,GP-2,OCS (Other combustion source),,,,,48.75,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004363,2011,HENRY HUB AREA FACILITIES,,0.0,0.0,,,,,,EQT0012/13-02,RICE (Reciprocating internal combustion engine),,0.36,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004363,2011,HENRY HUB AREA FACILITIES,,0.0,0.0,,,,,,EQT001/3-77,RICE (Reciprocating internal combustion engine),,11.3,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004363,2011,HENRY HUB AREA FACILITIES,,0.0,0.0,,,,,,EQT0024,RICE (Reciprocating internal combustion engine),,1.36,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004363,2011,HENRY HUB AREA FACILITIES,,0.0,0.0,,,,,,EQT002/4-77,RICE (Reciprocating internal combustion engine),,11.3,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004363,2011,HENRY HUB AREA FACILITIES,,0.0,0.0,,,,,,EQT003/5-77,RICE (Reciprocating internal combustion engine),,11.3,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004363,2011,HENRY HUB AREA FACILITIES,,0.0,0.0,,,,,,EQT004/10-75,RICE (Reciprocating internal combustion engine),,0.9,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004363,2011,HENRY HUB AREA FACILITIES,,0.0,0.0,,,,,,EQT004/6-77,RICE (Reciprocating internal combustion engine),,11.3,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004363,2011,HENRY HUB AREA FACILITIES,,0.0,0.0,,,,,,EQT005/11-75,RICE (Reciprocating internal combustion engine),,0.9,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004363,2011,HENRY HUB AREA FACILITIES,,0.0,0.0,,,,,,EQT005/7-77,RICE (Reciprocating internal combustion engine),,11.3,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004363,2011,HENRY HUB AREA FACILITIES,,0.0,0.0,,,,,,EQT009/18-75,RICE (Reciprocating internal combustion engine),,0.9,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004363,2011,HENRY HUB AREA FACILITIES,,0.0,0.0,,,,,,EQT017/37-75A,RICE (Reciprocating internal combustion engine),,0.9,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004363,2011,HENRY HUB AREA FACILITIES,,0.0,0.0,,,,,,EQT018/37-75B (2011),RICE (Reciprocating internal combustion engine),,0.9,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004363,2011,HENRY HUB AREA FACILITIES,,0.0,0.0,,,,,,EQT037/3-98,RICE (Reciprocating internal combustion engine),,1.4,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004365,2011,TROPICANA MANUFACTURING CO INC,,0.0,0.0,12949.9,,,,,GP-2,OCS (Other combustion source),,,,,157.4,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004365,2011,TROPICANA MANUFACTURING CO INC,,0.0,0.0,,,,,,GT,"CCCT (CC (Turbine, combined cycle))",,456.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004365,2011,TROPICANA MANUFACTURING CO INC,,0.0,4911.0,25229.0,,,,,GP-1,OCS (Other combustion source),,,,,84.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004366,2011,GENERAL MILLS INC.,,,0.0,29211.0,,,,,CP-Total Plant,OCS (Other combustion source),,,,,,,30.55,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004368,2011,INEOS CHOCOLATE BAYOU PLANT,,0.0,0.0,1551.4,,,,,GP-ENGINES,OCS (Other combustion source),,,,,1.6,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004368,2011,INEOS CHOCOLATE BAYOU PLANT,,0.0,0.0,660583.7,,,,,GP-OL2 COMBUSTION,OCS (Other combustion source),,,,,250.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004368,2011,INEOS CHOCOLATE BAYOU PLANT,,0.0,0.0,88190.0,,,,,GP-OL1 COMBUSTION,OCS (Other combustion source),,,,,248.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004368,2011,INEOS CHOCOLATE BAYOU PLANT,,0.0,0.0,,,,,,Cogen,"SCCT (CT (Turbine, simple cycle combustion))",,639.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004368,2011,INEOS CHOCOLATE BAYOU PLANT,,0.0,0.0,,,,,,DB-105,F (Furnace),,495.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004368,2011,INEOS CHOCOLATE BAYOU PLANT,,0.0,0.0,,,,,,DB-106,F (Furnace),,495.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004368,2011,INEOS CHOCOLATE BAYOU PLANT,,0.0,0.0,,,,,,DB-107,F (Furnace),,495.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004368,2011,INEOS CHOCOLATE BAYOU PLANT,,0.0,0.0,,,,,,DB-108,F (Furnace),,495.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004368,2011,INEOS CHOCOLATE BAYOU PLANT,,0.0,0.0,,,,,,DB-109,F (Furnace),,495.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004368,2011,INEOS CHOCOLATE BAYOU PLANT,,0.0,0.0,,,,,,DB-901A,"OB (Boiler, other)",,330.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004368,2011,INEOS CHOCOLATE BAYOU PLANT,,0.0,0.0,,,,,,DB-901B,"OB (Boiler, other)",,330.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004368,2011,INEOS CHOCOLATE BAYOU PLANT,,0.0,0.0,,,,,,DB-901C,"OB (Boiler, other)",,330.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004368,2011,INEOS CHOCOLATE BAYOU PLANT,,0.0,0.0,,,,,,DDB-901A,"OB (Boiler, other)",,388.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004368,2011,INEOS CHOCOLATE BAYOU PLANT,,0.0,0.0,,,,,,DDB-901B,"OB (Boiler, other)",,388.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004368,2011,INEOS CHOCOLATE BAYOU PLANT,,0.0,0.0,,,,,,JB-301,"NGLH (Heater, natural gas line)",,10.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004368,2011,INEOS CHOCOLATE BAYOU PLANT,,,0.0,26017.0,,,,,CP-BOILERS,OCS (Other combustion source),,,,,,,388.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004369,2011,TROPICANA MANUFACTURING COMPANY INC,,0.0,4532.8,27517.2,,,,,GP-1,OCS (Other combustion source),,,,,99.8,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004370,2011,TEXAS CITY REFINERY,,0.0,0.0,300534.0,,,,,GP-1,OCS (Other combustion source),,,,,224.18,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004371,2011,INTEL CORPORATION - Ocotillo Campus,,,0.0,38349.0,,,,,CP-Intel Ocotillo Campus,OCS (Other combustion source),,,,,,,52.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004373,2011,UNIVERSITY OF NOTRE DAME,,0.0,0.0,3368.8,,,,,GP-Campus NG Combustion,OCS (Other combustion source),,,,,2.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004373,2011,UNIVERSITY OF NOTRE DAME,,0.0,0.0,,,,,,B-1,"OB (Boiler, other)",,137.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004373,2011,UNIVERSITY OF NOTRE DAME,,0.0,0.0,,,,,,B-2,S (Stoker Boiler),,96.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004373,2011,UNIVERSITY OF NOTRE DAME,,0.0,0.0,,,,,,B-3,S (Stoker Boiler),,96.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004373,2011,UNIVERSITY OF NOTRE DAME,,0.0,0.0,,,,,,B-4,"PCWW (Pulverized coal, wall-fired, wet bottom)",,234.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004373,2011,UNIVERSITY OF NOTRE DAME,,0.0,0.0,,,,,,B-5,"OB (Boiler, other)",,244.5,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004373,2011,UNIVERSITY OF NOTRE DAME,,0.0,0.0,,,,,,B-6,"OB (Boiler, other)",,249.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004373,2011,UNIVERSITY OF NOTRE DAME,,0.0,0.0,,,,,,G-10,RICE (Reciprocating internal combustion engine),,2593.0,Other,brake Hp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004373,2011,UNIVERSITY OF NOTRE DAME,,0.0,0.0,,,,,,G-3,RICE (Reciprocating internal combustion engine),,13.7,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004373,2011,UNIVERSITY OF NOTRE DAME,,0.0,0.0,,,,,,G-4,RICE (Reciprocating internal combustion engine),,13.7,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004373,2011,UNIVERSITY OF NOTRE DAME,,0.0,0.0,,,,,,G-8,RICE (Reciprocating internal combustion engine),,2593.0,Other,brake Hp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004373,2011,UNIVERSITY OF NOTRE DAME,,0.0,0.0,,,,,,G-9,RICE (Reciprocating internal combustion engine),,2593.0,Other,brake Hp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004374,2011,AGY LLC,,0.0,0.0,10162.1,,,,,GP-Boilers,OCS (Other combustion source),,,,,32.9,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004375,2011,CARMEUSE LIME & STONE ROCKWELL OPERATION,,0.0,0.0,,,,,,Building Heat,CH (Comfort heater),,15.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004375,2011,CARMEUSE LIME & STONE ROCKWELL OPERATION,,0.0,0.0,,,,,,Kiln 1,K (Kiln),,250.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004375,2011,CARMEUSE LIME & STONE ROCKWELL OPERATION,,0.0,0.0,,,,,,Kiln 2,K (Kiln),,250.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004376,2011,ERAMET MARIETTA INC. (0684020006),,0.0,0.0,11535.0,,,,,GP-LadlePreheat,OCS (Other combustion source),,,,,6.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004379,2011,WESTERN AGGREGATES INCORPORATED,,0.0,0.0,,,,,,Lightweight aggregate kiln stack,K (Kiln),,100.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004379,2011,WESTERN AGGREGATES INCORPORATED,,0.0,0.0,,,,,,Non process heating,CH (Comfort heater),,1.8,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004381,2011,"Coffeyville Resources Refining & Marketing, LLC",,0.0,0.0,,,,,,EU-03-FH0005 No.1 Crude Radco,PRH (Process Heater),,155.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004381,2011,"Coffeyville Resources Refining & Marketing, LLC",,0.0,0.0,,,,,,EU-03-FH0006 No.1 Crude OPF,PRH (Process Heater),,183.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004381,2011,"Coffeyville Resources Refining & Marketing, LLC",,0.0,0.0,,,,,,EU-05-FH0050 No.3 Vacuum Preheat,PRH (Process Heater),,66.4,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004381,2011,"Coffeyville Resources Refining & Marketing, LLC",,0.0,0.0,,,,,,EU-08-FH0042 No.2 HDS Reactor,PRH (Process Heater),,34.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004381,2011,"Coffeyville Resources Refining & Marketing, LLC",,0.0,0.0,,,,,,EU-12-FH0003 Coker DHR-3,PRH (Process Heater),,87.8,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004381,2011,"Coffeyville Resources Refining & Marketing, LLC",,0.0,0.0,,,,,,EU-15-FH0024 Alky Isostripper Reboiler,PRH (Process Heater),,84.8,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004381,2011,"Coffeyville Resources Refining & Marketing, LLC",,0.0,0.0,,,,,,EU-18-0010 #2 Tail Gas Thermal Oxidizer,"TODF (Thermal oxidizer, direct fired, no heat reco",,25.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004381,2011,"Coffeyville Resources Refining & Marketing, LLC",,0.0,0.0,,,,,,EU-18-002 #1 Tail Gas Thermal Oxidizer,"TODF (Thermal oxidizer, direct fired, no heat reco",,16.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004381,2011,"Coffeyville Resources Refining & Marketing, LLC",,0.0,0.0,,,,,,EU-29-FH002A USLG,PRH (Process Heater),,25.2,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004381,2011,"Coffeyville Resources Refining & Marketing, LLC",,0.0,0.0,,,,,,EU-30-015 API Combustor,OCS (Other combustion source),VOC Combustor,5.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004381,2011,"Coffeyville Resources Refining & Marketing, LLC",,0.0,0.0,,,,,,EU-39-FH0027 Boiler #1,"OB (Boiler, other)",,240.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004381,2011,"Coffeyville Resources Refining & Marketing, LLC",,0.0,0.0,,,,,,EU-39-FH0028  Boiler #2,"OB (Boiler, other)",,170.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004381,2011,"Coffeyville Resources Refining & Marketing, LLC",,0.0,0.0,,,,,,EU-39-FH0029  Boiler #3,"OB (Boiler, other)",,170.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004381,2011,"Coffeyville Resources Refining & Marketing, LLC",,0.0,0.0,,,,,,EU-56-FH0001 CCR Heater,PRH (Process Heater),,259.85,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004381,2011,"Coffeyville Resources Refining & Marketing, LLC",,0.0,0.0,,,,,,EU-96-901 VOC Loading Combustor,OCS (Other combustion source),VOC Combustor,0.07,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004381,2011,"Coffeyville Resources Refining & Marketing, LLC",,0.0,0.0,,,,,,FH0020 FCCU Auxiliary Burner,PRH (Process Heater),,45.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004381,2011,"Coffeyville Resources Refining & Marketing, LLC",,0.0,0.0,,,,,,IA-04-FH0017 No.2 Vacuum Charge,PRH (Process Heater),,91.5,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004381,2011,"Coffeyville Resources Refining & Marketing, LLC",,0.0,0.0,,,,,,IA-05-FH0036 No.3 Vacuum Feed,PRH (Process Heater),,91.5,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004381,2011,"Coffeyville Resources Refining & Marketing, LLC",,0.0,0.0,,,,,,IA-06-FH0035 Crude Unit No.2 Charge,PRH (Process Heater),,125.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004381,2011,"Coffeyville Resources Refining & Marketing, LLC",,0.0,0.0,,,,,,IA-08-FH0030 #1 HDS Charge,PRH (Process Heater),,96.3,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004381,2011,"Coffeyville Resources Refining & Marketing, LLC",,0.0,0.0,,,,,,IA-08-FH0031 #1 HDS Stripper Reboiler,PRH (Process Heater),,50.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004381,2011,"Coffeyville Resources Refining & Marketing, LLC",,0.0,0.0,,,,,,IA-09-FH0011 H-bon Debutanizer Reboiler,PRH (Process Heater),,75.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004381,2011,"Coffeyville Resources Refining & Marketing, LLC",,0.0,0.0,,,,,,IA-09-FH0013 Hydrobon Charge,PRH (Process Heater),,74.4,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004381,2011,"Coffeyville Resources Refining & Marketing, LLC",,0.0,0.0,,,,,,IA-11-FH0018 Unifier Charge Heater,PRH (Process Heater),,13.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004381,2011,"Coffeyville Resources Refining & Marketing, LLC",,0.0,0.0,,,,,,IA-11-FH0019 Unifiner Stripper Reboiler,PRH (Process Heater),,20.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004381,2011,"Coffeyville Resources Refining & Marketing, LLC",,0.0,0.0,,,,,,IA-12-FH0038 Coker DHR-2A,PRH (Process Heater),,87.8,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004381,2011,"Coffeyville Resources Refining & Marketing, LLC",,0.0,0.0,,,,,,IA-13-FH0021 Alcorn Charge FCCU,PRH (Process Heater),,62.2,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004381,2011,"Coffeyville Resources Refining & Marketing, LLC",,0.0,0.0,,,,,,IA-13-FH0022 FCCU Steam Superheater,PRH (Process Heater),,39.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004381,2011,"Coffeyville Resources Refining & Marketing, LLC",,0.0,0.0,,,,,,IA-15-FH0023 Alkylation Hot Oil,PRH (Process Heater),,84.8,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004381,2011,"Coffeyville Resources Refining & Marketing, LLC",,0.0,0.0,,,,,,IA-15-FH0025 Alky OlefinFeedDryingTower,PRH (Process Heater),,36.6,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004381,2011,"Coffeyville Resources Refining & Marketing, LLC",,0.0,0.0,,,,,,IA-16-FH0026 Isom. Charge,PRH (Process Heater),,62.6,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004381,2011,"Coffeyville Resources Refining & Marketing, LLC",,0.0,0.0,,,,,,Temporary Engines,RICE (Reciprocating internal combustion engine),,0.0,Other,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004382,2011,Carthage,,,0.0,65826.6,,,,,CP-1,OCS (Other combustion source),,,,,,,16.024,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004383,2011,Gary,,,0.0,28227.1,,,,,CP-1,OCS (Other combustion source),,,,,,,15.64,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004385,2011,Central Plains Cement Company LLC,,0.0,0.0,68.5,,,,,GP-GHG4,OCS (Other combustion source),,,,,10.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004386,2011,MISSISSIPPI LIME COMPANY,,0.0,0.0,698893.9,,,,,GP-1,OCS (Other combustion source),,,,,200.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004386,2011,MISSISSIPPI LIME COMPANY,,0.0,0.0,,,,,,Kiln 1,K (Kiln),,488.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004386,2011,MISSISSIPPI LIME COMPANY,,0.0,0.0,,,,,,Kiln 2,K (Kiln),,488.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004388,2011,GEORGIA INSTITUTE OF TECHNOLOGY,,0.0,0.0,48905.0,,,,,GP-01,OCS (Other combustion source),,,,,125.0,mmBtu/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
